sample_id,road_distance_m
1258,218.91256225654868
1259,194.86520477887618
1260,4215.234638063025
1261,5765.815297953881
1262,7414.121500489152
1263,322.19691847475093
1264,88.21989952949741
1265,741.0611059313932
1266,114.81188972308317
1267,1060.3683018437682
1268,779.2345187097544
1269,578.1478490812477
1270,294.29058708695266
1271,1157.144052335569
1272,737.4067774038909
1273,21.205020451685495
1274,3866.761532429599
1275,6031.659879895834
1276,206.41829309057061
1277,526.4248119336811
1278,1608.7664488792818
1279,1399.0236343414972
1280,495.05727820321806
1281,647.9115308335718
1282,709.0277640110963
1283,959.7503961125163
1284,776.1761059831181
1285,364.71390431047473
1286,142.16699572540537
1287,1706.7105838009813
1288,207.99956913086822
1289,422.9836199029161
1290,273.3771715814458
1291,273.98675406802164
1292,1589.4761622661824
1293,146.5965342887713
1294,2593.3108528763446
1295,324.5731645105918
1296,263.024161568453
1297,250.7716852539419
1298,5817.720191675672
1299,160.95539482860195
1300,39.699274214035995
1301,215.67611204143347
1302,10.445913383634526
1303,678.3012867525032
1304,1963.3043029309038
1305,505.5094444911686
1306,102.87831207404271
1307,740.9651057092434
1308,186.51805981769374
1309,185.61872710978756
1310,705.4170635227123
1311,321.05681606698465
1312,465.3468758433543
1313,121.80779069334568
1314,7994.365483656746
1315,180.07908123363097
1316,655.8143452418503
1317,136.90478160943516
1318,2276.424699536728
1319,4461.298768805497
1320,387.10691845937043
1321,3332.9339288653596
1322,1750.6637114360217
1323,157.84576936936116
1324,189.37814591918234
1325,228.76770928732805
1326,7557.993438715679
1327,821.2453401037623
1328,1313.4207943069182
1329,853.2184401847969
1330,1227.4432084776
1331,8.23092605435504
1332,1026.4983096913088
1333,176.0230561869288
